0.000915527	9.07867	
-0.000915527	9.08051	
-0.000610352	9.0799	
-0.00183105	9.07959	
0.000305176	9.07898	
-0.000610352	9.0799	
-0.000305176	9.0799	
-0.000915527	9.0799	
0.0012207	9.07898	
-0.00152588	9.07928	
-0.000305176	9.0799	
-0.000610352	9.07959	
-0.000305176	9.07928	
-0.000305176	9.07959	
-0.00244141	9.0799	
-0.000915527	9.07959	
0	9.07959	
-0.000305176	9.0802	
-0.00152588	9.07959	
-0.0012207	9.0799	
0.000610352	9.0799	
-0.00244141	9.0799	
0	9.07959	
0.000305176	9.08051	
-0.000610352	9.0802	
-0.000610352	9.07959	
-0.00183105	9.07959	
-0.000305176	9.07959	
-0.00152588	9.07928	
0.000305176	9.0802	
0.000305176	9.07928	
-0.000915527	9.0799	
-0.00183105	9.07928	
-0.000915527	9.07959	
-0.000610352	9.0802	
-0.000305176	9.08081	
-0.000610352	9.0799	
0	9.07959	
-0.00274658	9.0799	
0.0012207	9.0799	
0.000610352	9.0799	
0.000610352	9.0802	
-0.000610352	9.0802	
-0.000610352	9.07928	
-0.00274658	9.07959	
0	9.08051	
0.000915527	9.08051	
-0.00152588	9.0799	
0.000305176	9.07928	
-0.000305176	9.0799	
-0.000610352	9.0802	
-0.000305176	9.07959	
0	9.0799	
0.0012207	9.07959	
0.000915527	9.08051	
0	9.0802	
0.00152588	9.08051	
0.000610352	9.0802	
0	9.0802	
0.0012207	9.0802	
0.00152588	9.0799	
0	9.0799	
0.000305176	9.08081	
0.000610352	9.0799	
0	9.0799	
-0.000610352	9.07959	
-0.000610352	9.0799	
0.000610352	9.07959	
0.000610352	9.0799	
0	9.0799	
-0.00152588	9.07959	
-0.000915527	9.0799	
0.00244141	9.0802	
0.000915527	9.07959	
-0.000305176	9.07959	
0.0012207	9.08051	
-0.000305176	9.08051	
-0.00183105	9.0799	
-0.0012207	9.07959	
0.00213623	9.08051	
0.000915527	9.0799	
0	9.0802	
0.00152588	9.07959	
0	9.0802	
-0.00274658	9.07959	
-0.000610352	9.07928	
0.00183105	9.08051	
-0.000915527	9.07959	
0.000305176	9.08081	
0.000610352	9.08081	
-0.000915527	9.0799	
0.00183105	9.07928	
-0.00183105	9.07959	
0.000915527	9.0799	
-0.00213623	9.08051	
-0.000915527	9.0802	
-0.00274658	9.07959	
0.000915527	9.07959	
0.0012207	9.07928	
0.0012207	9.0802	
-0.000610352	9.0802	
0	9.07928	
-0.00274658	9.0799	
0.00213623	9.0802	
-0.000610352	9.07959	
-0.00152588	9.07928	
-0.000915527	9.0799	
-0.000305176	9.07959	
0.00183105	9.07959	
0	9.07959	
-0.00152588	9.08051	
-0.000610352	9.07959	
-0.000610352	9.08051	
0	9.08051	
-0.00305176	9.07928	
-0.000305176	9.07898	
-0.000915527	9.07959	
0	9.07928	
-0.00152588	9.07959	
-0.00152588	9.07928	
-0.000305176	9.0799	
-0.0012207	9.07928	
-0.000915527	9.0799	
-0.00152588	9.07928	
0.000610352	9.0799	
-0.0012207	9.0799	
-0.00152588	9.07959	
-0.000305176	9.0799	
-0.000610352	9.0802	
-0.000305176	9.08051	
0	9.07928	
-0.0012207	9.0799	
-0.000915527	9.07959	
-0.00152588	9.07959	
0	9.0802	
-0.000915527	9.0802	
-0.000915527	9.07928	
-0.000915527	9.07959	
0.000305176	9.0799	
0.000305176	9.0802	
-0.000610352	9.07928	
-0.00152588	9.07928	
-0.000915527	9.07959	
-0.00183105	9.07959	
-0.00244141	9.0799	
-0.0012207	9.0799	
-0.000915527	9.0799	
-0.000915527	9.0802	
-0.00305176	9.07959	
-0.000305176	9.0802	
0.000610352	9.07898	
-0.000915527	9.07959	
-0.000915527	9.0799	
-0.000915527	9.07959	
-0.00335693	9.07898	
-0.000305176	9.0799	
-0.0012207	9.0799	
-0.000610352	9.0799	
0.000305176	9.07959	
-0.000915527	9.0799	
0	9.08051	
-0.00213623	9.0799	
-0.000915527	9.0802	
-0.0012207	9.08051	
-0.00183105	9.07959	
-0.00183105	9.0799	
-0.00244141	9.07959	
-0.000305176	9.0802	
-0.000305176	9.08051	
-0.000915527	9.07959	
-0.00305176	9.07959	
-0.00183105	9.0802	
0	9.0799	
-0.000305176	9.07959	
-0.00213623	9.0799	
-0.00213623	9.07928	
-0.000915527	9.07959	
-0.00152588	9.0799	
-0.00213623	9.0799	
-0.0012207	9.0799	
0.000305176	9.07959	
-0.00152588	9.0802	
-0.00457764	9.07928	
-0.00213623	9.0802	
0	9.07959	
0.000305176	9.0799	
-0.000305176	9.0802	
-0.000610352	9.07928	
-0.00152588	9.08051	
-0.00183105	9.07928	
-0.00183105	9.0802	
0.000305176	9.0799	
-0.00183105	9.0799	
-0.0012207	9.08081	
-0.000610352	9.08051	
-0.000610352	9.0799	
0	9.0799	
0.000305176	9.0802	
-0.000610352	9.0802	
-0.0012207	9.0799	
-0.000915527	9.0802	
0	9.0799	
-0.000610352	9.07928	
-0.000305176	9.07959	
0	9.0802	
-0.00183105	9.0799	
-0.000915527	9.0802	
-0.00366211	9.08051	
0.000305176	9.0802	
-0.000610352	9.0802	
-0.000610352	9.0802	
-0.00152588	9.07928	
-0.000610352	9.08051	
-0.00152588	9.07928	
-0.0012207	9.0799	
0.000915527	9.0799	
-0.00183105	9.0799	
-0.000915527	9.0799	
-0.00183105	9.0799	
-0.00396729	9.0802	
0.00183105	9.07928	
-0.000915527	9.07928	
-0.00152588	9.08051	
0	9.0802	
-0.00335693	9.07959	
0.000610352	9.0802	
0.000305176	9.0799	
-0.000915527	9.07928	
-0.00152588	9.07898	
-0.00274658	9.0799	
0.000610352	9.0802	
-0.000305176	9.0799	
-0.000610352	9.0802	
-0.000305176	9.0799	
0	9.0802	
-0.000610352	9.07959	
-0.0012207	9.07928	
0	9.0799	
-0.000915527	9.07959	
-0.000305176	9.0802	
-0.0012207	9.07928	
-0.000305176	9.08051	
0.000610352	9.0799	
-0.000305176	9.07959	
-0.000305176	9.07928	
-0.00152588	9.0802	
-0.00274658	9.0799	
0.000305176	9.0802	
0.00152588	9.0802	
-0.000610352	9.0802	
0.000610352	9.0799	
-0.00305176	9.0799	
0.0012207	9.07959	
0.0012207	9.0799	
-0.000610352	9.0799	
-0.000305176	9.0802	
0	9.07959	
-0.00213623	9.07959	
-0.00305176	9.07959	
0.000915527	9.0802	
-0.000305176	9.0802	
0	9.0799	
0	9.07959	
0	9.0799	
0	9.07928	
-0.000915527	9.0802	
0.000915527	9.07898	
0.0012207	9.08051	
0.000610352	9.07959	
-0.000915527	9.07959	
0.000305176	9.07928	
-0.00244141	9.0802	
-0.000305176	9.08051	
0.00152588	9.0799	
0	9.08051	
-0.000305176	9.07928	
-0.000305176	9.08051	
-0.000305176	9.0799	
-0.000915527	9.0802	
-0.00183105	9.07928	
-0.000610352	9.0802	
0.0012207	9.08051	
0.000305176	9.0802	
-0.00274658	9.0799	
0.000305176	9.07898	
0.000610352	9.0799	
-0.00152588	9.0802	
0	9.0799	
-0.000610352	9.0802	
-0.00305176	9.0799	
0.00152588	9.07959	
0.000610352	9.07928	
0	9.0802	
-0.00305176	9.0799	
-0.00335693	9.07959	
0.00152588	9.0802	
0.000915527	9.08051	
0	9.0802	
0	9.0799	
-0.000915527	9.0799	
0.00183105	9.08051	
0.000610352	9.0802	
-0.000610352	9.07898	
0	9.0802	
-0.000305176	9.07959	
-0.00183105	9.0799	
0	9.07928	
-0.000305176	9.0802	
0.000915527	9.0799	
-0.000305176	9.0802	
-0.0012207	9.07928	
-0.0012207	9.0799	
0.000610352	9.07959	
-0.00152588	9.07928	
-0.000610352	9.0799	
0.000305176	9.0799	
-0.000610352	9.0799	
-0.00152588	9.0802	
0	9.07959	
0	9.0799	
0.000305176	9.0799	
-0.0012207	9.0802	
-0.000305176	9.0802	
-0.00213623	9.07898	
0.000915527	9.0802	
0.0012207	9.07959	
-0.00152588	9.08081	
-0.00213623	9.0799	
-0.000305176	9.0802	
-0.000915527	9.07959	
-0.0012207	9.07898	
0.00152588	9.07959	
-0.0012207	9.0802	
-0.000915527	9.0799	
0.000305176	9.08051	
0.00213623	9.07654	
0.00854492	9.0686	
0.0247192	9.04938	
0.0585938	9.01611	
0.0985718	8.97369	
0.157776	8.91937	
0.288391	8.82874	
0.588684	8.6972	
1.05011	8.59741	
1.51276	8.54248	
1.90491	8.51196	
2.21375	8.49457	
2.43774	8.48419	
2.60345	8.47809	
2.7182	8.47229	
2.79907	8.47137	
2.854	8.46802	
2.89093	8.46741	
2.91504	8.4671	
2.9303	8.46497	
2.94556	8.46527	
2.94922	8.46466	
2.95532	8.46466	
2.95837	8.46466	
2.96021	8.46436	
2.96326	8.46497	
2.96082	8.46375	
2.96295	8.46405	
2.96204	8.46375	
2.96326	8.46375	
2.96143	8.46344	
2.96539	8.46344	
2.96417	8.46344	
2.96326	8.46313	
2.96326	8.46466	
2.96295	8.46375	
2.96295	8.46405	
2.96356	8.46375	
2.96448	8.46344	
2.96326	8.46313	
2.96265	8.46375	
2.96478	8.46344	
2.96539	8.46375	
2.96265	8.46344	
2.96356	8.46375	
2.96295	8.46252	
2.96051	8.46313	
2.96356	8.46283	
2.96448	8.46313	
2.96417	8.46222	
2.96326	8.46344	
2.96265	8.46191	
2.96509	8.46222	
2.96265	8.46252	
2.96326	8.46313	
2.96326	8.46283	
2.96234	8.46252	
2.96448	8.46283	
2.96295	8.46161	
2.96204	8.46191	
2.96387	8.46191	
2.96265	8.46191	
2.9657	8.46191	
2.96082	8.4613	
2.96234	8.46191	
2.96295	8.46191	
2.96051	8.46191	
2.96417	8.4613	
2.96204	8.4613	
2.96295	8.46008	
2.96326	8.4613	
2.96021	8.461	
2.96448	8.461	
2.96356	8.4613	
2.96143	8.4613	
2.96295	8.4613	
2.96112	8.46008	
2.96417	8.46069	
2.96387	8.46069	
